Fecha;Concepto;Detalle;Débito;Crédito;Saldo
30/08/2022;Trf. Masivas Pago Proveedores;CBU:28503262-40095189258638 BENEF: 0-20295635410 REF:VAR-4326095189 Referencia: 62068;106.454,86;;-12.683.793,70
30/08/2022;Impuesto Débitos y Créditos/DB;;638,73;;-12.577.338,84
30/08/2022;Trf. Masivas Pago Proveedores;CBU:07201956-88000002020240 BENEF: 0-20291297634 REF:VAR-1950002020 Referencia: 62070;135.675,00;;-12.576.700,11
30/08/2022;Impuesto Débitos y Créditos/DB;;814,05;;-12.441.025,11
30/08/2022;Trf. Masivas Pago Proveedores;CBU:01100068-30000614618379 BENEF: 0-20302492116 REF:VAR-0030006146 Referencia: 62071;101.232,39;;-12.440.211,06
30/08/2022;Impuesto Débitos y Créditos/DB;;607,39;;-12.338.978,67
30/08/2022;Trf. Masivas Pago Proveedores;CBU:01701094-20000004418430 BENEF: 0-30717519058 REF:VAR-109044184 Referencia: 62073;729.222,30;;-12.338.371,28
30/08/2022;Impuesto Débitos y Créditos/DB;;4.375,33;;-11.609.148,98
30/08/2022;Trf. Masivas Pago Proveedores;CBU:25900721-20357117730174 BENEF: 0-20302501077 REF:VAR-3571177301 Referencia: 62074;108.481,00;;-11.604.773,65
30/08/2022;Impuesto Débitos y Créditos/DB;;650,89;;-11.496.292,65
30/08/2022;Trf. Masivas Pago Proveedores;CBU:15000558-00030162930932 BENEF: 0-20263196474 REF:VAR-301629309 Referencia: 62075;165.442,00;;-11.495.641,76
30/08/2022;Impuesto Débitos y Créditos/DB;;992,65;;-11.330.199,76
30/08/2022;Trf. Masivas Pago Proveedores;CBU:15000152-00006561704296 BENEF: 0-27227977081 REF:VAR-065617042 Referencia: 62076;198.689,00;;-11.329.207,11
30/08/2022;Impuesto Débitos y Créditos/DB;;1.192,13;;-11.130.518,11
30/08/2022;Trf. Masivas Pago Proveedores;CBU:01701544-40000004925158 BENEF: 0-20344161608 REF:VAR-154049251 Referencia: 62077;81.217,19;;-11.129.325,98
30/08/2022;Impuesto Débitos y Créditos/DB;;487,30;;-11.048.108,79
30/08/2022;Trf. Masivas Pago Proveedores;CBU:07200847-88000037676690 BENEF: 0-20926690745 REF:VAR-0840037676 Referencia: 62005;67.500,11;;-11.047.621,49
30/08/2022;Impuesto Débitos y Créditos/DB;;405,00;;-10.980.121,38
30/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20308628761 BENEF: GUIMERA JONATAN HORACIO Referencia: 62069;53.436,24;;-10.979.716,38
30/08/2022;Impuesto Débitos y Créditos/DB;;320,62;;-10.926.280,14
30/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20353210409 BENEF: WAJCZUK CESAR DAMIAN Referencia: 62096;62.070,76;;-10.925.959,52
30/08/2022;Impuesto Débitos y Créditos/DB;;372,42;;-10.863.888,76
30/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20148722006 BENEF: SANTORO ALEJANDRO MARIO Referencia: 62089;62.027,42;;-10.863.516,34
30/08/2022;Impuesto Débitos y Créditos/DB;;372,16;;-10.801.488,92
30/08/2022;Trf. Masivas Pago Proveedores;CUIT: 27385348490 BENEF: JUAREZ SOLANGE ABIGAIL Referencia: 62040;512.947,66;;-10.801.116,76
30/08/2022;Impuesto Débitos y Créditos/DB;;3.077,69;;-10.288.169,10
30/08/2022;Crédito Transf. HomeBanking;C.U.I.T.-30708570962 FLETCORP S.A.;;1.500.000,00;-10.285.091,41
30/08/2022;IIBB- Acreditaciones Bancarias;;27.000,00;;-11.785.091,41
30/08/2022;Impuesto Débitos y Créditos/CR;;9.000,00;;-11.758.091,41
30/08/2022;Impuesto Débitos y Créditos/DB;;162,00;;-11.749.091,41
30/08/2022;Crédito Transf. HomeBanking;C.U.I.T.-30704459099 AM CARGAS SA,;;3.100.000,00;-11.748.929,41
30/08/2022;IIBB- Acreditaciones Bancarias;;55.800,00;;-14.848.929,41
30/08/2022;Impuesto Débitos y Créditos/CR;;18.600,00;;-14.793.129,41
30/08/2022;Impuesto Débitos y Créditos/DB;;334,80;;-14.774.529,41
30/08/2022;CRED BCA ELECTR INTERBANC EXEN;CUENTAS PROPIAS 33708528809 IFLOW S.A.  Referencia: 9755532;;15.000.000,00;-14.774.194,61
30/08/2022;CRED BCA ELECTRONICA INTERBANC;PROVEEDORES 30708050675 OPTION SECURITIES S.A.  Referencia: 9750429;;1.618.152,92;-29.774.194,61
30/08/2022;IIBB- Acreditaciones Bancarias;;29.126,75;;-31.392.347,53
30/08/2022;Impuesto Débitos y Créditos/CR;;9.708,92;;-31.363.220,78
30/08/2022;Impuesto Débitos y Créditos/DB;;174,76;;-31.353.511,86
30/08/2022;Descto. Docum.- Acreditación;;;5.232.623,12;-31.353.337,10
30/08/2022;IIBB- Acreditaciones Bancarias;;94.187,22;;-36.585.960,22
30/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304539;82.991,71;;-36.491.773,00
30/08/2022;Impuesto Débitos y Créditos/DB;;497,95;;-36.408.781,29
30/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304691;121.820,27;;-36.408.283,34
30/08/2022;Impuesto Débitos y Créditos/DB;;730,92;;-36.286.463,07
30/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1150;1.500.000,00;;-36.285.732,15
30/08/2022;Impuesto Débitos y Créditos/DB;;9.000,00;;-34.785.732,15
30/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1269;1.555.484,44;;-34.776.732,15
30/08/2022;Impuesto Débitos y Créditos/DB;;9.332,91;;-33.221.247,71
30/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1301;519.669,13;;-33.211.914,80
30/08/2022;Impuesto Débitos y Créditos/DB;;3.118,01;;-32.692.245,67
30/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1407;1.383.963,29;;-32.689.127,66
30/08/2022;Impuesto Débitos y Créditos/DB;;8.303,78;;-31.305.164,37
30/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304498;14.292,00;;-31.296.860,59
30/08/2022;Impuesto Débitos y Créditos/DB;;85,75;;-31.282.568,59
30/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304499;9.528,00;;-31.282.482,84
30/08/2022;Impuesto Débitos y Créditos/DB;;57,17;;-31.272.954,84
30/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 749;2.000.000,00;;-31.272.897,67
30/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-29.272.897,67
30/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 932;1.695.566,93;;-29.260.897,67
30/08/2022;Impuesto Débitos y Créditos/DB;;10.173,40;;-27.565.330,74
30/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1043;102.623,68;;-27.555.157,34
30/08/2022;Impuesto Débitos y Créditos/DB;;615,74;;-27.452.533,66
30/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1069;2.000.000,00;;-27.451.917,92
30/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-25.451.917,92
30/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1095;2.000.000,00;;-25.439.917,92
30/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-23.439.917,92
30/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1114;2.200.000,00;;-23.427.917,92
30/08/2022;Impuesto Débitos y Créditos/DB;;13.200,00;;-21.227.917,92
30/08/2022;Pago Cámara SPV 24 hs.;Número De Cheque: 1428;2.115.162,71;;-21.214.717,92
30/08/2022;Impuesto Débitos y Créditos/DB;;12.690,98;;-19.099.555,21
29/08/2022;Impuesto Débitos y Créditos/DB;;0,69;;-19.086.864,23
29/08/2022;Impuesto Débitos y Créditos/DB;;0,14;;-19.086.863,54
29/08/2022;Impuesto Débitos y Créditos/DB;;0,21;;-19.086.863,40
29/08/2022;Impuesto Débitos y Créditos/DB;;0,04;;-19.086.863,19
29/08/2022;COMIS.TRANSFERENCIAS;OPERACIÓN 0 GENERADA EL 29/08/22;115,00;;-19.086.863,15
29/08/2022;IVA;OPERACIÓN 0 GENERADA EL 29/08/22;24,15;;-19.086.748,15
29/08/2022;Comisión Consulta Cámara;;35,00;;-19.086.724,00
29/08/2022;IVA;;7,35;;-19.086.689,00
29/08/2022;Transferencia por CBU;CBU:15000442-00007232143046 BENEF: 0-30682032630 REF:VAR-072321430;2.183.122,01;;-19.086.681,65
29/08/2022;Impuesto Débitos y Créditos/DB;;13.098,73;;-16.903.559,64
29/08/2022;Trf. Masivas Pago Proveedores;CBU:29900628-06200205230006 BENEF: 0-20293319678 REF:VAR-062002052 Referencia: 62002;88.245,00;;-16.890.460,91
29/08/2022;Impuesto Débitos y Créditos/DB;;529,47;;-16.802.215,91
29/08/2022;Trf. Masivas Pago Proveedores;CBU:07200885-88000036241190 BENEF: 0-20258907729 REF:VAR-0880036241 Referencia: 62001;67.734,00;;-16.801.686,44
29/08/2022;Impuesto Débitos y Créditos/DB;;406,40;;-16.733.952,44
29/08/2022;Trf. Masivas Pago Proveedores;CBU:03401466-00146014361000 BENEF: 0-33714840539 REF:VAR-1461460143 Referencia: 61999;26.910,87;;-16.733.546,04
29/08/2022;Impuesto Débitos y Créditos/DB;;161,47;;-16.706.635,17
29/08/2022;Trf. Masivas Pago Proveedores;CBU:07205545-20000000033204 BENEF: 0-33716842199 REF:VAR-5540000033 Referencia: 62000;240.173,26;;-16.706.473,70
29/08/2022;Impuesto Débitos y Créditos/DB;;1.441,04;;-16.466.300,44
29/08/2022;Trf. Masivas Pago Proveedores;CBU:00700429-30004039765283 BENEF: 0-20260609468 REF:VAR-4039765204 Referencia: 61998;124.392,67;;-16.464.859,40
29/08/2022;Impuesto Débitos y Créditos/DB;;746,36;;-16.340.466,73
29/08/2022;Trf. Masivas Pago Proveedores;CBU:07205545-88000035320636 BENEF: 0-20246088838 REF:VAR-5540035320 Referencia: 61997;139.024,04;;-16.339.720,37
29/08/2022;Impuesto Débitos y Créditos/DB;;834,14;;-16.200.696,33
29/08/2022;Trf. Masivas Pago Proveedores;CBU:01508060-01000140989729 BENEF: 0-20219225750 REF:VAR-0806011409 Referencia: 61996;41.967,00;;-16.199.862,19
29/08/2022;Impuesto Débitos y Créditos/DB;;251,80;;-16.157.895,19
29/08/2022;Trf. Masivas Pago Proveedores;CBU:19102854-55028550097950 BENEF: 0-20276686756 REF:VAR-1912855009 Referencia: 61995;1.286.062,50;;-16.157.643,39
29/08/2022;Impuesto Débitos y Créditos/DB;;7.716,38;;-14.871.580,89
29/08/2022;Trf. Masivas Pago Proveedores;CBU:15006129-00061261687278 BENEF: 0-20344239070 REF:VAR-612616872 Referencia: 61994;51.039,00;;-14.863.864,51
29/08/2022;Impuesto Débitos y Créditos/DB;;306,23;;-14.812.825,51
29/08/2022;Trf. Masivas Pago Proveedores;CBU:19103017-55030100040514 BENEF: 0-33709261229 REF:VAR-1913010004 Referencia: 61993;43.671,15;;-14.812.519,28
29/08/2022;Impuesto Débitos y Créditos/DB;;262,03;;-14.768.848,13
29/08/2022;Crédito por Transferencia;CAPITAL MARKETS ARG. SA 6 30645852865 REF:VAR-CAPITAL MAR BANCO DE VALORES S.A.;;9.283.158,11;-14.768.586,10
29/08/2022;IIBB- Acreditaciones Bancarias;;167.096,85;;-24.051.744,21
29/08/2022;Impuesto Débitos y Créditos/CR;;55.698,95;;-23.884.647,36
29/08/2022;Impuesto Débitos y Créditos/DB;;1.002,58;;-23.828.948,41
29/08/2022;Descto. Docum.- Acreditación;;;754.409,15;-23.827.945,83
29/08/2022;IIBB- Acreditaciones Bancarias;;13.579,36;;-24.582.354,98
29/08/2022;Descto. Docum.- Acreditación;;;485.360,54;-24.568.775,62
29/08/2022;IIBB- Acreditaciones Bancarias;;8.736,49;;-25.054.136,16
29/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304642;40.199,82;;-25.045.399,67
29/08/2022;Impuesto Débitos y Créditos/DB;;241,20;;-25.005.199,85
29/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304648;147.397,42;;-25.004.958,65
29/08/2022;Impuesto Débitos y Créditos/DB;;884,38;;-24.857.561,23
29/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304652;132.642,86;;-24.856.676,85
29/08/2022;Impuesto Débitos y Créditos/DB;;795,86;;-24.724.033,99
29/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304681;278.673,59;;-24.723.238,13
29/08/2022;Impuesto Débitos y Créditos/DB;;1.672,04;;-24.444.564,54
29/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1094;2.000.000,00;;-24.442.892,50
29/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-22.442.892,50
29/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1115;2.400.000,00;;-22.430.892,50
29/08/2022;Impuesto Débitos y Créditos/DB;;14.400,00;;-20.030.892,50
29/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1151;1.500.000,00;;-20.016.492,50
29/08/2022;Impuesto Débitos y Créditos/DB;;9.000,00;;-18.516.492,50
29/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304522;67.116,00;;-18.507.492,50
29/08/2022;Impuesto Débitos y Créditos/DB;;402,70;;-18.440.376,50
29/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304540;55.327,81;;-18.439.973,80
29/08/2022;Impuesto Débitos y Créditos/DB;;331,97;;-18.384.645,99
29/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304544;77.547,36;;-18.384.314,02
29/08/2022;Impuesto Débitos y Créditos/DB;;465,28;;-18.306.766,66
29/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304628;392.673,60;;-18.306.301,38
29/08/2022;Impuesto Débitos y Créditos/DB;;2.356,04;;-17.913.627,78
29/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 748;2.000.000,00;;-17.911.271,74
29/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-15.911.271,74
29/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1070;2.000.000,00;;-15.899.271,74
29/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-13.899.271,74
26/08/2022;Impuesto Débitos y Créditos/DB;;0,21;;-13.887.271,74
26/08/2022;Impuesto Débitos y Créditos/DB;;0,04;;-13.887.271,53
26/08/2022;Comisión Consulta Cámara;;35,00;;-13.887.271,49
26/08/2022;IVA;;7,35;;-13.887.236,49
26/08/2022;Trf. Pago.Prov-Terceros O/Bcos;30500768262 MOLFINO HERMANOS REF: PAGO A PROVEED.;;258.822,53;-13.887.229,14
26/08/2022;Impuesto Débitos y Créditos/CR;;1.552,94;;-14.146.051,67
26/08/2022;Impuesto Débitos y Créditos/DB;;27,95;;-14.144.498,73
26/08/2022;IIBB- Acreditaciones Bancarias;;4.658,81;;-14.144.470,78
26/08/2022;CRED BCA ELECTR INTERBANC EXEN;CUENTAS PROPIAS 33708528809 IFLOW S.A.  Referencia: 9516928;;1.300.000,00;-14.139.811,97
26/08/2022;CRED BCA ELECTRONICA INTERBANC;PROVEEDORES 30716575477 GASTRONOMIA EMPRENDIMIENTOS S  Referencia: 2428912;;5.785.114,65;-15.439.811,97
26/08/2022;IIBB- Acreditaciones Bancarias;;104.132,06;;-21.224.926,62
26/08/2022;Impuesto Débitos y Créditos/CR;;34.710,69;;-21.120.794,56
26/08/2022;Impuesto Débitos y Créditos/DB;;624,79;;-21.086.083,87
26/08/2022;Crédito por Transferencia;I FLOW SA - 33708528809 REF:VAR-VARIOS;;3.100.000,00;-21.085.459,08
26/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052993497 BENEF: 0-20208245598 REF:VAR-5080529934 Referencia: BAPRO;20.000,00;;-24.185.459,08
26/08/2022;Impuesto Débitos y Créditos/DB;;120,00;;-24.165.459,08
26/08/2022;Trf. Masivas Pago Proveedores;CBU:02900612-10000539397607 BENEF: 0-20245354674 REF:VAR-0004061000 Referencia: CIUDAD;40.000,00;;-24.165.339,08
26/08/2022;Impuesto Débitos y Créditos/DB;;240,00;;-24.125.339,08
26/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052933910 BENEF: 0-20354297443 REF:VAR-5080529339 Referencia: BAPRO;15.000,00;;-24.125.099,08
26/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-24.110.099,08
26/08/2022;Trf. Masivas Pago Proveedores;CBU:01400915-03710250971775 BENEF: 0-20299291414 REF:VAR-7102509717 Referencia: BAPRO;40.000,00;;-24.110.009,08
26/08/2022;Impuesto Débitos y Créditos/DB;;240,00;;-24.070.009,08
26/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052991019 BENEF: 0-20328837405 REF:VAR-5080529910 Referencia: BAPRO;15.000,00;;-24.069.769,08
26/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-24.054.769,08
26/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053706478 BENEF: 0-23948020289 REF:VAR-5080537064 Referencia: BAPRO;15.000,00;;-24.054.679,08
26/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-24.039.679,08
26/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053703967 BENEF: 0-20288464414 REF:VAR-5080537039 Referencia: BAPRO;15.000,00;;-24.039.589,08
26/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-24.024.589,08
26/08/2022;Trf. Masivas Pago Proveedores;CUIT: 20376885632 BENEF: ROJAS WALTER ROALNDO Referencia: SUPERVIELLE;15.000,00;;-24.024.499,08
26/08/2022;Impuesto Débitos y Créditos/DB;;90,00;;-24.009.499,08
26/08/2022;Trf. Masivas Pago Proveedores;CBU:01703021-40000030020245 BENEF: 0-20268551779 REF:VAR-302300202 Referencia: 61735;194.483,50;;-24.009.409,08
26/08/2022;Impuesto Débitos y Créditos/DB;;1.166,90;;-23.814.925,58
26/08/2022;Trf. Masivas Pago Proveedores;CBU:01400250-01713605212462 BENEF: 0-30716051753 REF:VAR-7136052124 Referencia: 61736;204.486,54;;-23.813.758,68
26/08/2022;Impuesto Débitos y Créditos/DB;;1.226,92;;-23.609.272,14
26/08/2022;Trf. Masivas Pago Proveedores;CBU:01505344-01000126614397 BENEF: 0-20320473676 REF:VAR-0534011266 Referencia: 61988;308.985,60;;-23.608.045,22
26/08/2022;Impuesto Débitos y Créditos/DB;;1.853,91;;-23.299.059,62
26/08/2022;Trf. Masivas Pago Proveedores;CBU:01703373-40000080197719 BENEF: 0-20228567672 REF:VAR-337801977 Referencia: 61987;142.347,24;;-23.297.205,71
26/08/2022;Impuesto Débitos y Créditos/DB;;854,08;;-23.154.858,47
26/08/2022;Trf. Masivas Pago Proveedores;CBU:15006440-00064462156514 BENEF: 0-20336431701 REF:VAR-644621565 Referencia: 61986;104.030,56;;-23.154.004,39
26/08/2022;Impuesto Débitos y Créditos/DB;;624,18;;-23.049.973,83
26/08/2022;Trf. Masivas Pago Proveedores;CBU:07200434-88000038658068 BENEF: 0-27383023063 REF:VAR-0430038658 Referencia: 61981;93.842,00;;-23.049.349,65
26/08/2022;Impuesto Débitos y Créditos/DB;;563,05;;-22.955.507,65
26/08/2022;Préstamos Inversion Productiva;Referencia: 1039264;;4.455.000,00;-22.954.944,60
26/08/2022;CRED BCA ELECTR INTERBANC EXEN;CUENTAS PROPIAS 33708528809 I FLOW SA/ I FLOW SA  Referencia: 0105891;;1.090.000,00;-27.409.944,60
26/08/2022;Descto. Docum.- Acreditación;;;7.051.303,94;-28.499.944,60
26/08/2022;IIBB- Acreditaciones Bancarias;;126.923,47;;-35.551.248,54
26/08/2022;Descto. Docum.- Acreditación;;;1.533.491,22;-35.424.325,07
26/08/2022;IIBB- Acreditaciones Bancarias;;27.602,84;;-36.957.816,29
26/08/2022;Impuesto Débitos y Créditos/DB;;0,25;;-36.930.213,45
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304650;336.300,00;;-36.930.213,20
26/08/2022;Impuesto Débitos y Créditos/DB;;2.017,80;;-36.593.913,20
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304654;785.697,18;;-36.591.895,40
26/08/2022;Impuesto Débitos y Créditos/DB;;4.714,18;;-35.806.198,22
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304658;78.231,77;;-35.801.484,04
26/08/2022;Impuesto Débitos y Créditos/DB;;469,39;;-35.723.252,27
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304662;105.357,86;;-35.722.782,88
26/08/2022;Impuesto Débitos y Créditos/DB;;632,15;;-35.617.425,02
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304672;153.522,11;;-35.616.792,87
26/08/2022;Impuesto Débitos y Créditos/DB;;921,13;;-35.463.270,76
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304693;525.527,61;;-35.462.349,63
26/08/2022;Impuesto Débitos y Créditos/DB;;3.153,17;;-34.936.822,02
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1071;2.000.000,00;;-34.933.668,85
26/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-32.933.668,85
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1093;2.000.000,00;;-32.921.668,85
26/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-30.921.668,85
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1116;2.400.000,00;;-30.909.668,85
26/08/2022;Impuesto Débitos y Créditos/DB;;14.400,00;;-28.509.668,85
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1152;1.500.000,00;;-28.495.268,85
26/08/2022;Impuesto Débitos y Créditos/DB;;9.000,00;;-26.995.268,85
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1225;480.172,75;;-26.986.268,85
26/08/2022;Impuesto Débitos y Créditos/DB;;2.881,04;;-26.506.096,10
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1350;607.746,08;;-26.503.215,06
26/08/2022;Impuesto Débitos y Créditos/DB;;3.646,48;;-25.895.468,98
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1353;825.090,57;;-25.891.822,50
26/08/2022;Impuesto Débitos y Créditos/DB;;4.950,54;;-25.066.731,93
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1355;305.783,40;;-25.061.781,39
26/08/2022;Impuesto Débitos y Créditos/DB;;1.834,70;;-24.755.997,99
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1358;203.275,00;;-24.754.163,29
26/08/2022;Impuesto Débitos y Créditos/DB;;1.219,65;;-24.550.888,29
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1402;380.291,00;;-24.549.668,64
26/08/2022;Impuesto Débitos y Créditos/DB;;2.281,75;;-24.169.377,64
26/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1408;1.383.963,29;;-24.167.095,89
26/08/2022;Impuesto Débitos y Créditos/DB;;8.303,78;;-22.783.132,60
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304542;298.363,50;;-22.774.828,82
26/08/2022;Impuesto Débitos y Créditos/DB;;1.790,18;;-22.476.465,32
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304560;14.507,00;;-22.474.675,14
26/08/2022;Impuesto Débitos y Créditos/DB;;87,04;;-22.460.168,14
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304571;14.371,48;;-22.460.081,10
26/08/2022;Impuesto Débitos y Créditos/DB;;86,23;;-22.445.709,62
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304632;140.161,20;;-22.445.623,39
26/08/2022;Impuesto Débitos y Créditos/DB;;840,97;;-22.305.462,19
26/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304636;131.420,60;;-22.304.621,22
