fecha,concepto_supervielle,concepto_astor,codigo,debito,credito,saldo,objetivo
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"83.094,60",,"-15.466.224,03",Trf. Masivas Pago Proveedores - CBU:01400595-03500251706308 BENEF: 0-24346414290 REF:VAR-5002517063 Referencia: 62083
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"498,57",,"-15.383.129,43",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"75.277,64",,"-15.382.630,86",Trf. Masivas Pago Proveedores - CBU:00700429-30004055974193 BENEF: 0-20353590929 REF:VAR-4055974104 Referencia: 62082
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"451,67",,"-15.307.353,22",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"87.160,00",,"-15.306.901,55",Trf. Masivas Pago Proveedores - CBU:01701698-40000032719514 BENEF: 0-20309806183 REF:VAR-169327195 Referencia: 62084
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"522,96",,"-15.219.741,55",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"97.534,70",,"-15.219.218,59",Trf. Masivas Pago Proveedores - CBU:15000183-00006862488532 BENEF: 0-20251430080 REF:VAR-068624885 Referencia: 62085
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"585,21",,"-15.121.683,89",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"27.920,00",,"-15.121.098,68",Trf. Masivas Pago Proveedores - CBU:01701186-40000001879168 BENEF: 0-20179516978 REF:VAR-118018791 Referencia: 62086
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"167,52",,"-15.093.178,68",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"81.799,00",,"-15.093.011,16",Trf. Masivas Pago Proveedores - CBU:07207497-88000001997822 BENEF: 0-20295426234 REF:VAR-7490001997 Referencia: 62087
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"490,79",,"-15.011.212,16",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"74.898,41",,"-15.010.721,37",Trf. Masivas Pago Proveedores - CBU:00702500-30004033879692 BENEF: 0-20234265122 REF:VAR-4033879625 Referencia: 62088
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"449,39",,"-14.935.822,96",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"87.774,00",,"-14.935.373,57",Trf. Masivas Pago Proveedores - CBU:07202218-88000039594604 BENEF: 0-20924697335 REF:VAR-2210039594 Referencia: 62090
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"526,64",,"-14.847.599,57",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"77.686,95",,"-14.847.072,93",Trf. Masivas Pago Proveedores - CBU:00700955-30004030724681 BENEF: 0-20346457083 REF:VAR-4030724609 Referencia: 62080
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"466,12",,"-14.769.385,98",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"55.475,48",,"-14.768.919,86",Trf. Masivas Pago Proveedores - CBU:01701476-40000003808340 BENEF: 0-20302146579 REF:VAR-147038083 Referencia: 62092
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"332,85",,"-14.713.444,38",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"69.168,00",,"-14.713.111,53",Trf. Masivas Pago Proveedores - CBU:15000787-00012563230314 BENEF: 0-20305733564 REF:VAR-125632303 Referencia: 62093
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"415,01",,"-14.643.943,53",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"110.544,00",,"-14.643.528,52",Trf. Masivas Pago Proveedores - CBU:01701421-40000004952213 BENEF: 0-20291184465 REF:VAR-142049522 Referencia: 62095
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"663,26",,"-14.532.984,52",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"78.929,00",,"-14.532.321,26",Trf. Masivas Pago Proveedores - CBU:14300017-13026190950013 BENEF: 0-20375423902 REF:VAR-0002100261 Referencia: 62094
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"473,57",,"-14.453.392,26",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"52.834,00",,"-14.452.918,69",Trf. Masivas Pago Proveedores - CBU:01401123-03502451614876 BENEF: 0-20146281371 REF:VAR-5024516148 Referencia: 62097
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"317,00",,"-14.400.084,69",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"410.670,00",,"-14.399.767,69",Trf. Masivas Pago Proveedores - CBU:01505344-01000126127828 BENEF: 0-27320748319 REF:VAR-0534011261 Referencia: 62100
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"2.464,02",,"-13.989.097,69",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"86.149,53",,"-13.986.633,67",Trf. Masivas Pago Proveedores - CBU:01701711-40000030800027 BENEF: 0-20146216286 REF:VAR-171308000 Referencia: 62101
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"516,90",,"-13.900.484,14",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"61.949,00",,"-13.899.967,24",Trf. Masivas Pago Proveedores - CBU:15006471-00064760348396 BENEF: 0-20200075448 REF:VAR-647603483 Referencia: 62102
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"371,69",,"-13.838.018,24",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"61.800,64",,"-13.837.646,55",Trf. Masivas Pago Proveedores - CBU:01400779-03504054249255 BENEF: 0-20393746808 REF:VAR-5040542492 Referencia: 62081
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"370,80",,"-13.775.845,91",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"77.957,82",,"-13.775.475,11",Trf. Masivas Pago Proveedores - CBU:15006013-00060160071096 BENEF: 0-20263676514 REF:VAR-601600710 Referencia: 62079
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"467,75",,"-13.697.517,29",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"56.172,00",,"-13.697.049,54",Trf. Masivas Pago Proveedores - CBU:01701506-40000002869104 BENEF: 0-23411722929 REF:VAR-150028691 Referencia: 62056
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"337,03",,"-13.640.877,54",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"75.704,00",,"-13.640.540,51",Trf. Masivas Pago Proveedores - CBU:07200793-88000036956140 BENEF: 0-20219294566 REF:VAR-0790036956 Referencia: 62066
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"454,22",,"-13.564.836,51",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"34.599,42",,"-13.564.382,29",Trf. Masivas Pago Proveedores - CBU:19102274-55022701432296 BENEF: 0-23175655379 REF:VAR-1912270143 Referencia: 62057
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"207,60",,"-13.529.782,87",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"76.566,00",,"-13.529.575,27",Trf. Masivas Pago Proveedores - CBU:15006150-00061561565900 BENEF: 0-20367867729 REF:VAR-615615659 Referencia: 62058
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"459,40",,"-13.453.009,27",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"151.521,56",,"-13.452.549,87",Trf. Masivas Pago Proveedores - CBU:07200380-88000002425168 BENEF: 0-27234776962 REF:VAR-0380002425 Referencia: 62059
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"909,13",,"-13.301.028,31",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"76.469,40",,"-13.300.119,18",Trf. Masivas Pago Proveedores - CBU:01400625-03500853185565 BENEF: 0-20085226151 REF:VAR-5008531855 Referencia: 62060
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"458,82",,"-13.223.649,78",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"72.181,00",,"-13.223.190,96",Trf. Masivas Pago Proveedores - CBU:01400304-03509858084488 BENEF: 0-27217285416 REF:VAR-5098580844 Referencia: 62061
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"433,09",,"-13.151.009,96",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"72.790,51",,"-13.150.576,87",Trf. Masivas Pago Proveedores - CBU:00701408-30004034408785 BENEF: 0-20424165728 REF:VAR-4034408714 Referencia: 62062
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"436,74",,"-13.077.786,36",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"79.917,84",,"-13.077.349,62",Trf. Masivas Pago Proveedores - CBU:25900837-20017068930121 BENEF: 0-20122282326 REF:VAR-0170689301 Referencia: 62063
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"479,51",,"-12.997.431,78",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"52.576,00",,"-12.996.952,27",Trf. Masivas Pago Proveedores - CBU:01703083-40000030048487 BENEF: 0-20264530521 REF:VAR-308300484 Referencia: 62064
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"315,46",,"-12.944.376,27",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"81.670,00",,"-12.944.060,81",Trf. Masivas Pago Proveedores - CBU:02900193-10000516833489 BENEF: 0-20163541131 REF:VAR-0004019000 Referencia: 62065
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"490,02",,"-12.862.390,81",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"98.839,82",,"-12.861.900,79",Trf. Masivas Pago Proveedores - CBU:00703084-30004030521930 BENEF: 0-20235103401 REF:VAR-4030521930 Referencia: 62067
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"593,04",,"-12.763.060,97",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"78.205,00",,"-12.762.467,93",Trf. Masivas Pago Proveedores - CBU:00701361-30004027889030 BENEF: 0-20105339748 REF:VAR-4027889013 Referencia: 62078
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"469,23",,"-12.684.262,93",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"106.454,86",,"-12.683.793,70",Trf. Masivas Pago Proveedores - CBU:28503262-40095189258638 BENEF: 0-20295635410 REF:VAR-4326095189 Referencia: 62068
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"638,73",,"-12.577.338,84",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"135.675,00",,"-12.576.700,11",Trf. Masivas Pago Proveedores - CBU:07201956-88000002020240 BENEF: 0-20291297634 REF:VAR-1950002020 Referencia: 62070
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"814,05",,"-12.441.025,11",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"101.232,39",,"-12.440.211,06",Trf. Masivas Pago Proveedores - CBU:01100068-30000614618379 BENEF: 0-20302492116 REF:VAR-0030006146 Referencia: 62071
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"607,39",,"-12.338.978,67",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"729.222,30",,"-12.338.371,28",Trf. Masivas Pago Proveedores - CBU:01701094-20000004418430 BENEF: 0-30717519058 REF:VAR-109044184 Referencia: 62073
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"4.375,33",,"-11.609.148,98",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"108.481,00",,"-11.604.773,65",Trf. Masivas Pago Proveedores - CBU:25900721-20357117730174 BENEF: 0-20302501077 REF:VAR-3571177301 Referencia: 62074
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"650,89",,"-11.496.292,65",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"165.442,00",,"-11.495.641,76",Trf. Masivas Pago Proveedores - CBU:15000558-00030162930932 BENEF: 0-20263196474 REF:VAR-301629309 Referencia: 62075
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"992,65",,"-11.330.199,76",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"198.689,00",,"-11.329.207,11",Trf. Masivas Pago Proveedores - CBU:15000152-00006561704296 BENEF: 0-27227977081 REF:VAR-065617042 Referencia: 62076
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.192,13",,"-11.130.518,11",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"81.217,19",,"-11.129.325,98",Trf. Masivas Pago Proveedores - CBU:01701544-40000004925158 BENEF: 0-20344161608 REF:VAR-154049251 Referencia: 62077
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"487,30",,"-11.048.108,79",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"67.500,11",,"-11.047.621,49",Trf. Masivas Pago Proveedores - CBU:07200847-88000037676690 BENEF: 0-20926690745 REF:VAR-0840037676 Referencia: 62005
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"405,00",,"-10.980.121,38",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"53.436,24",,"-10.979.716,38",Trf. Masivas Pago Proveedores - CUIT: 20308628761 BENEF: GUIMERA JONATAN HORACIO Referencia: 62069
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"320,62",,"-10.926.280,14",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"62.070,76",,"-10.925.959,52",Trf. Masivas Pago Proveedores - CUIT: 20353210409 BENEF: WAJCZUK CESAR DAMIAN Referencia: 62096
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"372,42",,"-10.863.888,76",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"62.027,42",,"-10.863.516,34",Trf. Masivas Pago Proveedores - CUIT: 20148722006 BENEF: SANTORO ALEJANDRO MARIO Referencia: 62089
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"372,16",,"-10.801.488,92",
30/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"512.947,66",,"-10.801.116,76",Trf. Masivas Pago Proveedores - CUIT: 27385348490 BENEF: JUAREZ SOLANGE ABIGAIL Referencia: 62040
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"3.077,69",,"-10.288.169,10",
30/08/2022,Crédito Transf. HomeBanking,TRANSFERENCIA,12,,"1.500.000,00","-10.285.091,41",Crédito Transf. HomeBanking - C.U.I.T.-30708570962 FLETCORP S.A.
30/08/2022,IIBB- Acreditaciones Bancarias,IIBB,3,"27.000,00",,"-11.785.091,41",
30/08/2022,Impuesto Débitos y Créditos/CR,IMPUESTOS CREDITOS,4,"9.000,00",,"-11.758.091,41",
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"162,00",,"-11.749.091,41",
30/08/2022,Crédito Transf. HomeBanking,TRANSFERENCIA,12,,"3.100.000,00","-11.748.929,41","Crédito Transf. HomeBanking - C.U.I.T.-30704459099 AM CARGAS SA,"
30/08/2022,IIBB- Acreditaciones Bancarias,IIBB,3,"55.800,00",,"-14.848.929,41",
30/08/2022,Impuesto Débitos y Créditos/CR,IMPUESTOS CREDITOS,4,"18.600,00",,"-14.793.129,41",
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"334,80",,"-14.774.529,41",
30/08/2022,CRED BCA ELECTR INTERBANC EXEN,TRANSFERENCIA,12,,"15.000.000,00","-14.774.194,61",CRED BCA ELECTR INTERBANC EXEN - CUENTAS PROPIAS 33708528809 IFLOW S.A.  Referencia: 9755532
30/08/2022,CRED BCA ELECTRONICA INTERBANC,TRANSFERENCIA,12,,"1.618.152,92","-29.774.194,61",CRED BCA ELECTRONICA INTERBANC - PROVEEDORES 30708050675 OPTION SECURITIES S.A.  Referencia: 9750429
30/08/2022,IIBB- Acreditaciones Bancarias,IIBB,3,"29.126,75",,"-31.392.347,53",
30/08/2022,Impuesto Débitos y Créditos/CR,IMPUESTOS CREDITOS,4,"9.708,92",,"-31.363.220,78",
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"174,76",,"-31.353.511,86",
30/08/2022,Descto. Docum.- Acreditación,OPERACIONES FINANCIERAS,8,,"5.232.623,12","-31.353.337,10",Descto. Docum.- Acreditación - 
30/08/2022,IIBB- Acreditaciones Bancarias,IIBB,3,"94.187,22",,"-36.585.960,22",
30/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"82.991,71",,"-36.491.773,00",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304539
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"497,95",,"-36.408.781,29",
30/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"121.820,27",,"-36.408.283,34",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304691
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"730,92",,"-36.286.463,07",
30/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.500.000,00",,"-36.285.732,15",Pago Cheque de Cámara Recibida - Número De Cheque: 1150
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"9.000,00",,"-34.785.732,15",
30/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.555.484,44",,"-34.776.732,15",Pago Cheque de Cámara Recibida - Número De Cheque: 1269
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"9.332,91",,"-33.221.247,71",
30/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"519.669,13",,"-33.211.914,80",Pago Cheque de Cámara Recibida - Número De Cheque: 1301
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"3.118,01",,"-32.692.245,67",
30/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.383.963,29",,"-32.689.127,66",Pago Cheque de Cámara Recibida - Número De Cheque: 1407
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"8.303,78",,"-31.305.164,37",
30/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"14.292,00",,"-31.296.860,59",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304498
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"85,75",,"-31.282.568,59",
30/08/2022,SIPAP - Pago Cheque de Cámara,CHEQUE,1,"9.528,00",,"-31.282.482,84",SIPAP - Pago Cheque de Cámara - Número De Cheque: 42304499
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"57,17",,"-31.272.954,84",
30/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.000.000,00",,"-31.272.897,67",Pago Cheque de Cámara Recibida - Número De Cheque: 749
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.000,00",,"-29.272.897,67",
30/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.695.566,93",,"-29.260.897,67",Pago Cheque de Cámara Recibida - Número De Cheque: 932
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"10.173,40",,"-27.565.330,74",
30/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"102.623,68",,"-27.555.157,34",Pago Cheque de Cámara Recibida - Número De Cheque: 1043
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"615,74",,"-27.452.533,66",
30/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.000.000,00",,"-27.451.917,92",Pago Cheque de Cámara Recibida - Número De Cheque: 1069
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.000,00",,"-25.451.917,92",
30/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.000.000,00",,"-25.439.917,92",Pago Cheque de Cámara Recibida - Número De Cheque: 1095
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.000,00",,"-23.439.917,92",
30/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.200.000,00",,"-23.427.917,92",Pago Cheque de Cámara Recibida - Número De Cheque: 1114
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"13.200,00",,"-21.227.917,92",
30/08/2022,Pago Cámara SPV 24 hs.,CHEQUE,1,"2.115.162,71",,"-21.214.717,92",Pago Cámara SPV 24 hs. - Número De Cheque: 1428
30/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"12.690,98",,"-19.099.555,21",
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,69",,"-19.086.864,23",
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,14",,"-19.086.863,54",
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,21",,"-19.086.863,40",
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"0,04",,"-19.086.863,19",
29/08/2022,COMIS.TRANSFERENCIAS,COMISIONES,2,"115,00",,"-19.086.863,15",COMIS.TRANSFERENCIAS - OPERACIÓN 0 GENERADA EL 29/08/22
29/08/2022,IVA,IVA,7,"24,15",,"-19.086.748,15",
29/08/2022,Comisión Consulta Cámara,COMISIONES,2,"35,00",,"-19.086.724,00",Comisión Consulta Cámara - 
29/08/2022,IVA,IVA,7,"7,35",,"-19.086.689,00",
29/08/2022,Transferencia por CBU,TRANSFERENCIA,12,"2.183.122,01",,"-19.086.681,65",Transferencia por CBU - CBU:15000442-00007232143046 BENEF: 0-30682032630 REF:VAR-072321430
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"13.098,73",,"-16.903.559,64",
29/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"88.245,00",,"-16.890.460,91",Trf. Masivas Pago Proveedores - CBU:29900628-06200205230006 BENEF: 0-20293319678 REF:VAR-062002052 Referencia: 62002
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"529,47",,"-16.802.215,91",
29/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"67.734,00",,"-16.801.686,44",Trf. Masivas Pago Proveedores - CBU:07200885-88000036241190 BENEF: 0-20258907729 REF:VAR-0880036241 Referencia: 62001
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"406,40",,"-16.733.952,44",
29/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"26.910,87",,"-16.733.546,04",Trf. Masivas Pago Proveedores - CBU:03401466-00146014361000 BENEF: 0-33714840539 REF:VAR-1461460143 Referencia: 61999
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"161,47",,"-16.706.635,17",
29/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"240.173,26",,"-16.706.473,70",Trf. Masivas Pago Proveedores - CBU:07205545-20000000033204 BENEF: 0-33716842199 REF:VAR-5540000033 Referencia: 62000
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.441,04",,"-16.466.300,44",
29/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"124.392,67",,"-16.464.859,40",Trf. Masivas Pago Proveedores - CBU:00700429-30004039765283 BENEF: 0-20260609468 REF:VAR-4039765204 Referencia: 61998
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"746,36",,"-16.340.466,73",
29/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"139.024,04",,"-16.339.720,37",Trf. Masivas Pago Proveedores - CBU:07205545-88000035320636 BENEF: 0-20246088838 REF:VAR-5540035320 Referencia: 61997
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"834,14",,"-16.200.696,33",
29/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"41.967,00",,"-16.199.862,19",Trf. Masivas Pago Proveedores - CBU:01508060-01000140989729 BENEF: 0-20219225750 REF:VAR-0806011409 Referencia: 61996
29/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"251,80",,"-16.157.895,19",
29/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"1.286.062,50",,"-16.157.643,39",Trf. Masivas Pago Proveedores - CBU:19102854-55028550097950 BENEF: 0-20276686756 REF:VAR-1912855009 Referencia: 61995
